card_id,customer_id
C02686-K1,C02686
C02687-K1,C02687
C02688-K1,C02688
C02689-K1,C02689
C02690-K1,C02690
C02691-K1,C02691
C02692-K1,C02692
C02693-K1,C02693
C02694-K1,C02694
C02695-K1,C02695
C02696-K1,C02696
C02697-K1,C02697
C02698-K1,C02698
C02699-K1,C02699
C02700-K1,C02700
C02701-K1,C02701
C02702-K1,C02702
C02702-K2,C02702
C02703-K1,C02703
C02704-K1,C02704
C02705-K1,C02705
C02706-K1,C02706
C02707-K1,C02707
C02708-K1,C02708
C02709-K1,C02709
C02710-K1,C02710
C02711-K1,C02711
C02712-K1,C02712
C02713-K1,C02713
C02714-K1,C02714
C02715-K1,C02715
C02716-K1,C02716
C02716-K2,C02716
C02717-K1,C02717
C02718-K1,C02718
C02719-K1,C02719
C02720-K1,C02720
C02721-K1,C02721
C02721-K2,C02721
C02722-K1,C02722
C02723-K1,C02723
C02724-K1,C02724
C02724-K2,C02724
C02725-K1,C02725
C02726-K1,C02726
C02727-K1,C02727
C02728-K1,C02728
C02729-K1,C02729
C02730-K1,C02730
C02731-K1,C02731
C02732-K1,C02732
C02733-K1,C02733
C02734-K1,C02734
C02735-K1,C02735
C02736-K1,C02736
C02737-K1,C02737
C02738-K1,C02738
C02739-K1,C02739
C02740-K1,C02740
C02741-K1,C02741
C02742-K1,C02742
C02743-K1,C02743
C02744-K1,C02744
C02745-K1,C02745
C02746-K1,C02746
C02747-K1,C02747
C02748-K1,C02748
C02749-K1,C02749
C02750-K1,C02750
C02750-K2,C02750
C02751-K1,C02751
C02752-K1,C02752
C02753-K1,C02753
C02754-K1,C02754
C02755-K1,C02755
C02756-K1,C02756
C02757-K1,C02757
C02758-K1,C02758
C02759-K1,C02759
C02760-K1,C02760
C02761-K1,C02761
C02762-K1,C02762
C02763-K1,C02763
C02764-K1,C02764
C02765-K1,C02765
C02766-K1,C02766
C02767-K1,C02767
C02768-K1,C02768
C02769-K1,C02769
C02770-K1,C02770
C02771-K1,C02771
C02772-K1,C02772
C02773-K1,C02773
C02774-K1,C02774
C02775-K1,C02775
C02776-K1,C02776
C02777-K1,C02777
C02778-K1,C02778
C02779-K1,C02779
C02780-K1,C02780
C02780-K2,C02780
C02781-K1,C02781
C02782-K1,C02782
C02782-K2,C02782
C02783-K1,C02783
C02784-K1,C02784
C02785-K1,C02785
C02786-K1,C02786
C02787-K1,C02787
C02788-K1,C02788
C02789-K1,C02789
C02790-K1,C02790
C02791-K1,C02791
C02792-K1,C02792
C02793-K1,C02793
C02794-K1,C02794
C02795-K1,C02795
C02796-K1,C02796
C02797-K1,C02797
C02798-K1,C02798
C02798-K2,C02798
C02799-K1,C02799
C02800-K1,C02800
C02801-K1,C02801
C02802-K1,C02802
C02803-K1,C02803
C02804-K1,C02804
C02805-K1,C02805
C02806-K1,C02806
C02807-K1,C02807
C02808-K1,C02808
C02809-K1,C02809
C02809-K2,C02809
C02810-K1,C02810
C02811-K1,C02811
C02812-K1,C02812
C02812-K2,C02812
C02813-K1,C02813
C02814-K1,C02814
C02815-K1,C02815
C02816-K1,C02816
C02817-K1,C02817
C02818-K1,C02818
C02819-K1,C02819
C02820-K1,C02820
C02821-K1,C02821
C02822-K1,C02822
C02823-K1,C02823
C02824-K1,C02824
C02824-K2,C02824
C02825-K1,C02825
C02826-K1,C02826
C02827-K1,C02827
C02828-K1,C02828
C02828-K2,C02828
C02829-K1,C02829
C02830-K1,C02830
C02831-K1,C02831
C02832-K1,C02832
C02833-K1,C02833
C02834-K1,C02834
C02835-K1,C02835
C02836-K1,C02836
C02837-K1,C02837
C02838-K1,C02838
C02839-K1,C02839
C02840-K1,C02840
C02841-K1,C02841
C02842-K1,C02842
C02843-K1,C02843
C02844-K1,C02844
C02845-K1,C02845
C02846-K1,C02846
C02847-K1,C02847
C02848-K1,C02848
C02849-K1,C02849
C02850-K1,C02850
C02851-K1,C02851
C02851-K2,C02851
C02852-K1,C02852
C02853-K1,C02853
C02853-K2,C02853
C02854-K1,C02854
C02855-K1,C02855
C02856-K1,C02856
C02857-K1,C02857
C02858-K1,C02858
C02859-K1,C02859
C02860-K1,C02860
C02861-K1,C02861
C02862-K1,C02862
C02863-K1,C02863
C02864-K1,C02864
C02865-K1,C02865
C02866-K1,C02866
C02867-K1,C02867
C02868-K1,C02868
C02869-K1,C02869
C02870-K1,C02870
C02871-K1,C02871
C02872-K1,C02872
C02873-K1,C02873
C02874-K1,C02874
C02875-K1,C02875
C02876-K1,C02876
C02877-K1,C02877
C02878-K1,C02878
C02879-K1,C02879
C02880-K1,C02880
C02881-K1,C02881
C02882-K1,C02882
C02883-K1,C02883
C02883-K2,C02883
C02884-K1,C02884
C02885-K1,C02885
C02886-K1,C02886
C02887-K1,C02887
C02888-K1,C02888
C02889-K1,C02889
C02890-K1,C02890
C02890-K2,C02890
C02891-K1,C02891
C02892-K1,C02892
C02893-K1,C02893
C02894-K1,C02894
C02895-K1,C02895
C02896-K1,C02896
C02896-K2,C02896
C02897-K1,C02897
C02898-K1,C02898
C02899-K1,C02899
C02900-K1,C02900
C02901-K1,C02901
C02902-K1,C02902
C02902-K2,C02902
C02903-K1,C02903
C02904-K1,C02904
C02905-K1,C02905
C02906-K1,C02906
C02907-K1,C02907
C02908-K1,C02908
C02909-K1,C02909
C02910-K1,C02910
C02911-K1,C02911
C02912-K1,C02912
C02913-K1,C02913
C02914-K1,C02914
C02914-K2,C02914
C02915-K1,C02915
C02916-K1,C02916
C02917-K1,C02917
C02918-K1,C02918
C02919-K1,C02919
C02920-K1,C02920
C02921-K1,C02921
C02922-K1,C02922
C02923-K1,C02923
C02924-K1,C02924
C02925-K1,C02925
C02926-K1,C02926
C02927-K1,C02927
C02928-K1,C02928
C02929-K1,C02929
C02930-K1,C02930
C02931-K1,C02931
C02931-K2,C02931
C02932-K1,C02932
C02933-K1,C02933
C02934-K1,C02934
C02935-K1,C02935
C02935-K2,C02935
C02936-K1,C02936
C02937-K1,C02937
C02938-K1,C02938
C02939-K1,C02939
C02940-K1,C02940
C02941-K1,C02941
C02942-K1,C02942
C02943-K1,C02943
C02944-K1,C02944
C02945-K1,C02945
C02946-K1,C02946
C02947-K1,C02947
C02948-K1,C02948
C02949-K1,C02949
C02950-K1,C02950
C02950-K2,C02950
C02951-K1,C02951
C02952-K1,C02952
C02953-K1,C02953
C02954-K1,C02954
C02955-K1,C02955
C02956-K1,C02956
C02957-K1,C02957
C02958-K1,C02958
C02959-K1,C02959
C02960-K1,C02960
C02961-K1,C02961
C02962-K1,C02962
C02963-K1,C02963
C02964-K1,C02964
C02965-K1,C02965
C02966-K1,C02966
C02967-K1,C02967
C02968-K1,C02968
C02969-K1,C02969
C02970-K1,C02970
C02971-K1,C02971
C02972-K1,C02972
C02973-K1,C02973
C02974-K1,C02974
C02975-K1,C02975
C02976-K1,C02976
C02977-K1,C02977
C02978-K1,C02978
C02979-K1,C02979
C02980-K1,C02980
C02981-K1,C02981
C02982-K1,C02982
C02983-K1,C02983
C02984-K1,C02984
C02985-K1,C02985
C02986-K1,C02986
C02986-K2,C02986
C02987-K1,C02987
C02988-K1,C02988
C02989-K1,C02989
C02990-K1,C02990
C02990-K2,C02990
C02991-K1,C02991
C02992-K1,C02992
C02993-K1,C02993
C02994-K1,C02994
C02995-K1,C02995
C02996-K1,C02996
C02997-K1,C02997
C02998-K1,C02998
C02999-K1,C02999
C02999-K2,C02999
C03000-K1,C03000
C03001-K1,C03001
C03002-K1,C03002
C03002-K2,C03002
C03003-K1,C03003
C03004-K1,C03004
C03005-K1,C03005
C03006-K1,C03006
C03007-K1,C03007
C03008-K1,C03008
C03009-K1,C03009
C03010-K1,C03010
C03011-K1,C03011
C03012-K1,C03012
C03013-K1,C03013
C03014-K1,C03014
C03015-K1,C03015
C03015-K2,C03015
C03016-K1,C03016
C03017-K1,C03017
C03018-K1,C03018
C03019-K1,C03019
C03019-K2,C03019
C03020-K1,C03020
C03021-K1,C03021
C03022-K1,C03022
C03023-K1,C03023
C03024-K1,C03024
C03025-K1,C03025
C03026-K1,C03026
C03027-K1,C03027
C03028-K1,C03028
C03029-K1,C03029
C03030-K1,C03030
C03031-K1,C03031
C03032-K1,C03032
C03033-K1,C03033
C03034-K1,C03034
C03035-K1,C03035
C03036-K1,C03036
C03037-K1,C03037
C03038-K1,C03038
C03039-K1,C03039
C03040-K1,C03040
C03040-K2,C03040
C03041-K1,C03041
C03042-K1,C03042
C03043-K1,C03043
C03044-K1,C03044
C03045-K1,C03045
C03046-K1,C03046
C03047-K1,C03047
C03047-K2,C03047
C03048-K1,C03048
C03049-K1,C03049
C03050-K1,C03050
C03051-K1,C03051
C03052-K1,C03052
C03053-K1,C03053
C03054-K1,C03054
C03055-K1,C03055
C03056-K1,C03056
C03057-K1,C03057
C03058-K1,C03058
C03059-K1,C03059
C03060-K1,C03060
C03061-K1,C03061
C03061-K2,C03061
C03062-K1,C03062
C03063-K1,C03063
C03064-K1,C03064
C03065-K1,C03065
C03066-K1,C03066
C03067-K1,C03067
C03068-K1,C03068
C03069-K1,C03069
C03070-K1,C03070
C03071-K1,C03071
C03072-K1,C03072
C03073-K1,C03073
C03074-K1,C03074
C03075-K1,C03075
C03076-K1,C03076
C03077-K1,C03077
C03078-K1,C03078
C03079-K1,C03079
C03080-K1,C03080
C03080-K2,C03080
C03081-K1,C03081
C03082-K1,C03082
C03083-K1,C03083
C03084-K1,C03084
C03085-K1,C03085
C03086-K1,C03086
C03087-K1,C03087
C03088-K1,C03088
C03089-K1,C03089
C03089-K2,C03089
C03090-K1,C03090
C03091-K1,C03091
C03092-K1,C03092
C03093-K1,C03093
C03094-K1,C03094
C03095-K1,C03095
C03095-K2,C03095
C03096-K1,C03096
C03097-K1,C03097
C03098-K1,C03098
C03099-K1,C03099
C03100-K1,C03100
C03100-K2,C03100
C03101-K1,C03101
C03102-K1,C03102
C03103-K1,C03103
C03104-K1,C03104
C03105-K1,C03105
C03106-K1,C03106
C03107-K1,C03107
C03108-K1,C03108
C03109-K1,C03109
C03110-K1,C03110
C03111-K1,C03111
C03112-K1,C03112
C03113-K1,C03113
C03114-K1,C03114
C03115-K1,C03115
C03116-K1,C03116
C03117-K1,C03117
C03118-K1,C03118
C03119-K1,C03119
C03120-K1,C03120
C03121-K1,C03121
C03122-K1,C03122
C03123-K1,C03123
C03124-K1,C03124
C03125-K1,C03125
C03125-K2,C03125
C03126-K1,C03126
C03126-K2,C03126
C03127-K1,C03127
C03128-K1,C03128
C03129-K1,C03129
C03130-K1,C03130
C03131-K1,C03131
C03132-K1,C03132
C03133-K1,C03133
C03134-K1,C03134
C03135-K1,C03135
C03136-K1,C03136
C03137-K1,C03137
C03137-K2,C03137
C03138-K1,C03138
C03139-K1,C03139
C03140-K1,C03140
C03141-K1,C03141
C03142-K1,C03142
C03143-K1,C03143
C03144-K1,C03144
C03145-K1,C03145
C03146-K1,C03146
C03147-K1,C03147
C03148-K1,C03148
C03149-K1,C03149
C03150-K1,C03150
C03151-K1,C03151
C03151-K2,C03151
C03152-K1,C03152
C03153-K1,C03153
C03154-K1,C03154
C03154-K2,C03154
C03155-K1,C03155
C03156-K1,C03156
C03157-K1,C03157
C03157-K2,C03157
C03158-K1,C03158
C03159-K1,C03159
C03160-K1,C03160
C03161-K1,C03161
C03162-K1,C03162
C03163-K1,C03163
C03164-K1,C03164
C03165-K1,C03165
C03166-K1,C03166
C03167-K1,C03167
C03168-K1,C03168
C03169-K1,C03169
C03170-K1,C03170
C03171-K1,C03171
C03172-K1,C03172
C03173-K1,C03173
C03174-K1,C03174
C03175-K1,C03175
C03176-K1,C03176
C03177-K1,C03177
C03178-K1,C03178
C03179-K1,C03179
C03180-K1,C03180
C03181-K1,C03181
C03182-K1,C03182
C03183-K1,C03183
C03184-K1,C03184
C03185-K1,C03185
C03186-K1,C03186
C03187-K1,C03187
C03188-K1,C03188
C03189-K1,C03189
C03190-K1,C03190
C03191-K1,C03191
C03192-K1,C03192
C03193-K1,C03193
C03194-K1,C03194
C03195-K1,C03195
C03196-K1,C03196
C03197-K1,C03197
C03198-K1,C03198
C03199-K1,C03199
C03200-K1,C03200
C03201-K1,C03201
C03202-K1,C03202
C03203-K1,C03203
C03204-K1,C03204
C03205-K1,C03205
C03206-K1,C03206
C03207-K1,C03207
C03208-K1,C03208
C03209-K1,C03209
C03210-K1,C03210
C03211-K1,C03211
C03212-K1,C03212
C03213-K1,C03213
C03214-K1,C03214
C03215-K1,C03215
C03216-K1,C03216
C03217-K1,C03217
C03217-K2,C03217
C03218-K1,C03218
C03218-K2,C03218
C03219-K1,C03219
C03219-K2,C03219
C03220-K1,C03220
C03221-K1,C03221
C03222-K1,C03222
C03223-K1,C03223
C03224-K1,C03224
C03225-K1,C03225
C03226-K1,C03226
C03227-K1,C03227
C03228-K1,C03228
C03229-K1,C03229
C03230-K1,C03230
C03231-K1,C03231
C03231-K2,C03231
C03232-K1,C03232
C03233-K1,C03233
C03234-K1,C03234
C03235-K1,C03235
C03236-K1,C03236
C03237-K1,C03237
C03238-K1,C03238
C03239-K1,C03239
C03240-K1,C03240
C03241-K1,C03241
C03242-K1,C03242
C03243-K1,C03243
C03244-K1,C03244
C03245-K1,C03245
C03246-K1,C03246
C03247-K1,C03247
C03248-K1,C03248
C03249-K1,C03249
C03250-K1,C03250
C03251-K1,C03251
C03251-K2,C03251
C03251-K3,C03251
C03252-K1,C03252
C03253-K1,C03253
C03254-K1,C03254
C03255-K1,C03255
C03256-K1,C03256
C03257-K1,C03257
C03258-K1,C03258
C03258-K2,C03258
C03259-K1,C03259
C03260-K1,C03260
C03261-K1,C03261
C03262-K1,C03262
C03263-K1,C03263
C03264-K1,C03264
C03265-K1,C03265
C03266-K1,C03266
C03267-K1,C03267
C03268-K1,C03268
C03269-K1,C03269
C03270-K1,C03270
C03271-K1,C03271
C03272-K1,C03272
C03273-K1,C03273
C03274-K1,C03274
C03275-K1,C03275
C03276-K1,C03276
C03277-K1,C03277
C03278-K1,C03278
C03278-K2,C03278
C03279-K1,C03279
C03280-K1,C03280
C03281-K1,C03281
C03282-K1,C03282
C03283-K1,C03283
C03284-K1,C03284
C03285-K1,C03285
C03285-K2,C03285
C03286-K1,C03286
C03287-K1,C03287
C03288-K1,C03288
C03289-K1,C03289
C03290-K1,C03290
C03291-K1,C03291
C03292-K1,C03292
C03293-K1,C03293
C03294-K1,C03294
C03295-K1,C03295
C03295-K2,C03295
C03296-K1,C03296
C03297-K1,C03297
C03298-K1,C03298
C03299-K1,C03299
C03299-K2,C03299
C03300-K1,C03300
C03301-K1,C03301
C03301-K2,C03301
C03302-K1,C03302
C03303-K1,C03303
C03304-K1,C03304
C03305-K1,C03305
C03306-K1,C03306
C03307-K1,C03307
C03308-K1,C03308
C03309-K1,C03309
C03310-K1,C03310
C03311-K1,C03311
C03312-K1,C03312
C03313-K1,C03313
C03313-K2,C03313
C03314-K1,C03314
C03315-K1,C03315
C03315-K2,C03315
C03316-K1,C03316
C03316-K2,C03316
C03317-K1,C03317
C03318-K1,C03318
C03319-K1,C03319
C03320-K1,C03320
C03321-K1,C03321
C03322-K1,C03322
C03323-K1,C03323
C03324-K1,C03324
C03325-K1,C03325
C03326-K1,C03326
C03327-K1,C03327
C03328-K1,C03328
C03329-K1,C03329
C03330-K1,C03330
C03331-K1,C03331
C03331-K2,C03331
C03332-K1,C03332
C03333-K1,C03333
C03334-K1,C03334
C03334-K2,C03334
C03335-K1,C03335
C03336-K1,C03336
C03337-K1,C03337
C03338-K1,C03338
C03339-K1,C03339
C03340-K1,C03340
C03341-K1,C03341
C03341-K2,C03341
C03342-K1,C03342
C03343-K1,C03343
C03344-K1,C03344
C03345-K1,C03345
C03345-K2,C03345
C03346-K1,C03346
C03347-K1,C03347
C03348-K1,C03348
C03349-K1,C03349
C03350-K1,C03350
C03351-K1,C03351
C03351-K2,C03351
C03352-K1,C03352
C03353-K1,C03353
C03354-K1,C03354
C03355-K1,C03355
C03356-K1,C03356
C03357-K1,C03357
C03358-K1,C03358
C03359-K1,C03359
C03359-K2,C03359
C03360-K1,C03360
C03361-K1,C03361
C03362-K1,C03362
C03363-K1,C03363
C03363-K2,C03363
C03364-K1,C03364
C03365-K1,C03365
C03366-K1,C03366
C03367-K1,C03367
C03368-K1,C03368
C03369-K1,C03369
C03370-K1,C03370
C03371-K1,C03371
C03372-K1,C03372
C03373-K1,C03373
C03374-K1,C03374
C03374-K2,C03374
C03375-K1,C03375
C03376-K1,C03376
C03377-K1,C03377
C03378-K1,C03378
C03379-K1,C03379
C03380-K1,C03380
C03381-K1,C03381
C03382-K1,C03382
C03383-K1,C03383
C03384-K1,C03384
C03385-K1,C03385
C03386-K1,C03386
C03387-K1,C03387
C03388-K1,C03388
C03388-K2,C03388
C03389-K1,C03389
C03390-K1,C03390
C03391-K1,C03391
C03392-K1,C03392
C03393-K1,C03393
C03394-K1,C03394
C03394-K2,C03394
C03395-K1,C03395
C03396-K1,C03396
C03397-K1,C03397
C03398-K1,C03398
C03399-K1,C03399
C03400-K1,C03400
C03401-K1,C03401
C03402-K1,C03402
C03403-K1,C03403
C03404-K1,C03404
C03405-K1,C03405
C03405-K2,C03405
C03406-K1,C03406
C03406-K2,C03406
C03407-K1,C03407
C03408-K1,C03408
C03409-K1,C03409
C03410-K1,C03410
C03411-K1,C03411
C03411-K2,C03411
C03412-K1,C03412
C03413-K1,C03413
C03414-K1,C03414
C03415-K1,C03415
C03416-K1,C03416
C03417-K1,C03417
C03418-K1,C03418
C03419-K1,C03419
C03420-K1,C03420
C03421-K1,C03421
C03422-K1,C03422
C03423-K1,C03423
C03424-K1,C03424
C03425-K1,C03425
C03426-K1,C03426
C03427-K1,C03427
C03427-K2,C03427
C03428-K1,C03428
C03429-K1,C03429
C03430-K1,C03430
C03431-K1,C03431
C03432-K1,C03432
C03433-K1,C03433
C03434-K1,C03434
C03435-K1,C03435
C03436-K1,C03436
C03437-K1,C03437
C03438-K1,C03438
C03439-K1,C03439
C03440-K1,C03440
C03441-K1,C03441
C03441-K2,C03441
C03442-K1,C03442
C03443-K1,C03443
C03443-K2,C03443
C03444-K1,C03444
C03445-K1,C03445
C03446-K1,C03446
C03447-K1,C03447
C03448-K1,C03448
C03449-K1,C03449
C03450-K1,C03450
C03451-K1,C03451
C03452-K1,C03452
C03453-K1,C03453
C03454-K1,C03454
C03455-K1,C03455
C03456-K1,C03456
C03457-K1,C03457
C03458-K1,C03458
C03459-K1,C03459
C03460-K1,C03460
C03461-K1,C03461
C03462-K1,C03462
C03463-K1,C03463
C03464-K1,C03464
C03465-K1,C03465
C03466-K1,C03466
C03467-K1,C03467
C03468-K1,C03468
C03469-K1,C03469
C03470-K1,C03470
C03471-K1,C03471
C03472-K1,C03472
C03473-K1,C03473
C03474-K1,C03474
C03474-K2,C03474
C03475-K1,C03475
C03476-K1,C03476
C03477-K1,C03477
C03478-K1,C03478
C03479-K1,C03479
C03480-K1,C03480
C03481-K1,C03481
C03482-K1,C03482
C03483-K1,C03483
C03484-K1,C03484
C03485-K1,C03485
C03486-K1,C03486
C03486-K2,C03486
C03487-K1,C03487
C03488-K1,C03488
C03488-K2,C03488
C03489-K1,C03489
C03490-K1,C03490
C03491-K1,C03491
C03492-K1,C03492
C03493-K1,C03493
C03493-K2,C03493
C03494-K1,C03494
C03495-K1,C03495
C03496-K1,C03496
C03497-K1,C03497
C03498-K1,C03498
C03499-K1,C03499
C03500-K1,C03500
C03501-K1,C03501
C03502-K1,C03502
C03503-K1,C03503
C03504-K1,C03504
C03505-K1,C03505
C03506-K1,C03506
C03507-K1,C03507
C03508-K1,C03508
C03509-K1,C03509
C03510-K1,C03510
C03511-K1,C03511
C03512-K1,C03512
C03513-K1,C03513
C03514-K1,C03514
C03515-K1,C03515
C03516-K1,C03516
C03517-K1,C03517
C03518-K1,C03518
C03519-K1,C03519
C03520-K1,C03520
C03521-K1,C03521
C03522-K1,C03522
C03523-K1,C03523
C03524-K1,C03524
C03525-K1,C03525
C03526-K1,C03526
C03527-K1,C03527
C03528-K1,C03528
C03529-K1,C03529
C03530-K1,C03530
C03531-K1,C03531
C03532-K1,C03532
C03532-K2,C03532
C03533-K1,C03533
C03534-K1,C03534
C03535-K1,C03535
C03536-K1,C03536
C03537-K1,C03537
C03538-K1,C03538
C03539-K1,C03539
C03540-K1,C03540
C03541-K1,C03541
C03541-K2,C03541
C03542-K1,C03542
C03543-K1,C03543
C03544-K1,C03544
C03545-K1,C03545
C03546-K1,C03546
C03547-K1,C03547
C03548-K1,C03548
C03549-K1,C03549
C03550-K1,C03550
C03551-K1,C03551
C03551-K2,C03551
C03552-K1,C03552
C03553-K1,C03553
C03554-K1,C03554
C03555-K1,C03555
C03556-K1,C03556
C03556-K2,C03556
C03557-K1,C03557
C03558-K1,C03558
C03559-K1,C03559
C03560-K1,C03560
C03561-K1,C03561
C03562-K1,C03562
C03563-K1,C03563
C03564-K1,C03564
C03565-K1,C03565
C03566-K1,C03566
C03567-K1,C03567
C03568-K1,C03568
C03569-K1,C03569
C03570-K1,C03570
C03571-K1,C03571
C03572-K1,C03572
C03573-K1,C03573
C03574-K1,C03574
C03575-K1,C03575
C03575-K2,C03575
C03576-K1,C03576
C03577-K1,C03577
C03578-K1,C03578
C03579-K1,C03579
C03580-K1,C03580
C03581-K1,C03581
C03582-K1,C03582
C03583-K1,C03583
C03584-K1,C03584
C03585-K1,C03585
C03586-K1,C03586
C03587-K1,C03587
C03588-K1,C03588
C03589-K1,C03589
C03589-K2,C03589
C03590-K1,C03590
C03591-K1,C03591
C03592-K1,C03592
C03593-K1,C03593
C03594-K1,C03594
C03595-K1,C03595
C03596-K1,C03596
C03597-K1,C03597
C03598-K1,C03598
C03598-K2,C03598
C03599-K1,C03599
C03600-K1,C03600
C03601-K1,C03601
C03602-K1,C03602
C03603-K1,C03603
C03604-K1,C03604
C03605-K1,C03605
C03606-K1,C03606
C03607-K1,C03607
C03608-K1,C03608
C03609-K1,C03609
C03610-K1,C03610
C03611-K1,C03611
C03611-K2,C03611
C03612-K1,C03612
C03613-K1,C03613
C03614-K1,C03614
C03615-K1,C03615
C03616-K1,C03616
C03617-K1,C03617
C03618-K1,C03618
C03619-K1,C03619
C03620-K1,C03620
C03621-K1,C03621
C03622-K1,C03622
C03623-K1,C03623
C03624-K1,C03624
C03625-K1,C03625
C03626-K1,C03626
C03627-K1,C03627
C03628-K1,C03628
C03629-K1,C03629
C03630-K1,C03630
C03631-K1,C03631
C03632-K1,C03632
C03633-K1,C03633
C03634-K1,C03634
C03634-K2,C03634
C03635-K1,C03635
C03636-K1,C03636
C03637-K1,C03637
C03638-K1,C03638
C03639-K1,C03639
C03639-K2,C03639
C03640-K1,C03640
C03641-K1,C03641
C03642-K1,C03642
C03643-K1,C03643
C03644-K1,C03644
C03645-K1,C03645
C03646-K1,C03646
C03647-K1,C03647
C03648-K1,C03648
C03649-K1,C03649
C03650-K1,C03650
C03651-K1,C03651
C03651-K2,C03651
C03652-K1,C03652
C03653-K1,C03653
C03654-K1,C03654
C03655-K1,C03655
C03656-K1,C03656
C03656-K2,C03656
C03657-K1,C03657
C03658-K1,C03658
C03659-K1,C03659
C03660-K1,C03660
C03661-K1,C03661
C03662-K1,C03662
C03663-K1,C03663
C03664-K1,C03664
C03665-K1,C03665
C03666-K1,C03666
C03667-K1,C03667
C03668-K1,C03668
C03669-K1,C03669
C03670-K1,C03670
C03671-K1,C03671
C03672-K1,C03672
C03673-K1,C03673
C03674-K1,C03674
C03675-K1,C03675
C03676-K1,C03676
C03676-K2,C03676
C03677-K1,C03677
C03678-K1,C03678
C03679-K1,C03679
C03680-K1,C03680
C03681-K1,C03681
C03682-K1,C03682
C03683-K1,C03683
C03684-K1,C03684
C03685-K1,C03685
C03685-K2,C03685
C03686-K1,C03686
C03687-K1,C03687
C03688-K1,C03688
C03689-K1,C03689
C03690-K1,C03690
C03691-K1,C03691
C03692-K1,C03692
C03693-K1,C03693
C03694-K1,C03694
C03695-K1,C03695
C03696-K1,C03696
C03697-K1,C03697
C03698-K1,C03698
C03699-K1,C03699
C03700-K1,C03700
C03701-K1,C03701
C03702-K1,C03702
C03703-K1,C03703
C03704-K1,C03704
C03705-K1,C03705
C03706-K1,C03706
C03707-K1,C03707
C03708-K1,C03708
C03708-K2,C03708
C03709-K1,C03709
C03710-K1,C03710
C03711-K1,C03711
C03711-K2,C03711
C03712-K1,C03712
C03713-K1,C03713
C03714-K1,C03714
C03715-K1,C03715
C03716-K1,C03716
C03717-K1,C03717
C03718-K1,C03718
C03719-K1,C03719
C03720-K1,C03720
C03721-K1,C03721
C03722-K1,C03722
C03723-K1,C03723
C03724-K1,C03724
C03725-K1,C03725
C03726-K1,C03726
C03727-K1,C03727
C03728-K1,C03728
C03729-K1,C03729
C03730-K1,C03730
C03731-K1,C03731
C03732-K1,C03732
C03733-K1,C03733
C03734-K1,C03734
C03735-K1,C03735
C03736-K1,C03736
C03737-K1,C03737
C03738-K1,C03738
C03738-K2,C03738
C03739-K1,C03739
C03740-K1,C03740
C03741-K1,C03741
C03742-K1,C03742
C03743-K1,C03743
C03744-K1,C03744
C03745-K1,C03745
C03746-K1,C03746
C03747-K1,C03747
C03748-K1,C03748
C03749-K1,C03749
C03750-K1,C03750
C03751-K1,C03751
C03752-K1,C03752
C03753-K1,C03753
C03754-K1,C03754
C03755-K1,C03755
C03756-K1,C03756
C03757-K1,C03757
C03758-K1,C03758
C03759-K1,C03759
C03760-K1,C03760
C03761-K1,C03761
C03762-K1,C03762
C03763-K1,C03763
C03764-K1,C03764
C03765-K1,C03765
C03766-K1,C03766
C03767-K1,C03767
C03768-K1,C03768
C03769-K1,C03769
C03770-K1,C03770
C03771-K1,C03771
C03772-K1,C03772
C03773-K1,C03773
C03774-K1,C03774
C03775-K1,C03775
C03776-K1,C03776
C03777-K1,C03777
C03778-K1,C03778
C03779-K1,C03779
C03780-K1,C03780
C03781-K1,C03781
C03782-K1,C03782
C03782-K2,C03782
C03783-K1,C03783
C03783-K2,C03783
C03784-K1,C03784
C03785-K1,C03785
C03786-K1,C03786
C03786-K2,C03786
C03787-K1,C03787
C03788-K1,C03788
C03789-K1,C03789
C03790-K1,C03790
C03791-K1,C03791
C03792-K1,C03792
C03793-K1,C03793
C03794-K1,C03794
C03795-K1,C03795
C03796-K1,C03796
C03797-K1,C03797
C03798-K1,C03798
C03799-K1,C03799
C03800-K1,C03800
C03801-K1,C03801
C03802-K1,C03802
C03803-K1,C03803
C03804-K1,C03804
C03805-K1,C03805
C03806-K1,C03806
C03807-K1,C03807
C03808-K1,C03808
C03809-K1,C03809
C03810-K1,C03810
C03811-K1,C03811
C03812-K1,C03812
C03813-K1,C03813
C03814-K1,C03814
C03815-K1,C03815
C03816-K1,C03816
C03817-K1,C03817
C03818-K1,C03818
C03819-K1,C03819
C03820-K1,C03820
C03821-K1,C03821
C03822-K1,C03822
C03823-K1,C03823
C03824-K1,C03824
C03825-K1,C03825
C03826-K1,C03826
C03827-K1,C03827
C03828-K1,C03828
C03829-K1,C03829
C03830-K1,C03830
C03831-K1,C03831
C03832-K1,C03832
C03833-K1,C03833
C03834-K1,C03834
C03835-K1,C03835
C03836-K1,C03836
C03837-K1,C03837
C03838-K1,C03838
C03839-K1,C03839
C03840-K1,C03840
C03840-K2,C03840
C03841-K1,C03841
C03842-K1,C03842
C03843-K1,C03843
C03844-K1,C03844
C03845-K1,C03845
C03846-K1,C03846
C03847-K1,C03847
C03848-K1,C03848
C03849-K1,C03849
C03850-K1,C03850
C03851-K1,C03851
C03851-K2,C03851
C03852-K1,C03852
C03853-K1,C03853
C03854-K1,C03854
C03855-K1,C03855
C03856-K1,C03856
C03857-K1,C03857
C03858-K1,C03858
