device_id,device_info,device_os,device_browser,device_screen,device_type
D002508,Linux x86_64,Linux,firefox 59.0,1280x800,desktop
D002509,Linux x86_64,Linux,firefox 59.0,1366x768,desktop
D002510,Linux x86_64,Linux,firefox 59.0,1888x941,desktop
D002511,Linux x86_64,Linux,firefox 59.0,1920x1080,desktop
D002512,Linux x86_64,Linux,firefox 60.0,1366x768,desktop
D002513,Linux x86_64,Linux,firefox 60.0,1920x1080,desktop
D002514,Linux x86_64,Linux,firefox generic,1920x1080,desktop
D002515,Linux x86_64,Linux,firefox,1024x768,desktop
D002516,Linux x86_64,Linux,firefox,1600x900,desktop
D002517,Linux x86_64,Linux,puffin,2001x1125,mobile
D002518,Linux x86_64,Linux,puffin,2048x1536,mobile
D002519,Linux,,chromium,,desktop
D002520,M10/Q1010,,chrome 65.0 for android,,mobile
D002521,M4 SS4450 Build/MRA58K,,chrome 52.0 for android,,mobile
D002522,M4 SS4450 Build/MRA58K,,chrome 55.0 for android,,mobile
D002523,M4 SS4450 Build/MRA58K,,chrome 58.0 for android,,mobile
D002524,M4 SS4450 Build/MRA58K,,chrome 59.0 for android,,mobile
D002525,M4 SS4450 Build/MRA58K,,chrome 62.0 for android,,mobile
D002526,M4 SS4450 Build/MRA58K,,other,,mobile
D002527,M4 SS4451 Build/LMY47D,,android browser 4.0,,mobile
D002528,M4 SS4451 Build/LMY47D,,chrome 51.0 for android,,mobile
D002529,M4 SS4451 Build/LMY47D,,chrome 59.0 for android,,mobile
D002530,M4 SS4451 Build/LMY47D,,chrome 61.0 for android,,mobile
D002531,M4 SS4451 Build/LMY47D,,chrome 62.0 for android,,mobile
D002532,M4 SS4451 Build/LMY47D,,chrome 66.0 for android,,mobile
D002533,M4 SS4451 Build/LMY47D,,chrome,,mobile
D002534,M4 SS4452 Build/LMY47V,,chrome 46.0 for android,,mobile
D002535,M4 SS4452 Build/LMY47V,,other,,mobile
D002536,M4 SS4453 Build/MMB29M,,chrome 51.0 for android,,mobile
D002537,M4 SS4453 Build/MMB29M,,chrome 57.0 for android,,mobile
D002538,M4 SS4453 Build/MMB29M,,chrome 61.0 for android,,mobile
D002539,M4 SS4453 Build/MMB29M,,chrome 62.0 for android,,mobile
D002540,M4 SS4453 Build/MMB29M,,chrome 63.0 for android,,mobile
D002541,M4 SS4453 Build/MMB29M,,chrome 64.0 for android,,mobile
D002542,M4 SS4453 Build/MMB29M,,chrome 65.0 for android,,mobile
D002543,M4 SS4453 Build/MMB29M,,chrome generic for android,,mobile
D002544,M4 SS4456 Build/LMY47V,,M4Tel/M4,,mobile
D002545,M4 SS4456 Build/LMY47V,,chrome 46.0 for android,,mobile
D002546,M4 SS4456 Build/LMY47V,,chrome 62.0 for android,,mobile
D002547,M4 SS4456 Build/LMY47V,,chrome 63.0 for android,,mobile
D002548,M4 SS4456 Build/LMY47V,,chrome 64.0 for android,,mobile
D002549,M4 SS4456 Build/LMY47V,,chrome 65.0 for android,,mobile
D002550,M4 SS4456 Build/LMY47V,,chrome 66.0 for android,,mobile
D002551,M4 SS4456 Build/LMY47V,,chrome generic,,desktop
D002552,M4 SS4457 Build/MRA58K,,chrome 62.0 for android,,mobile
D002553,M4 SS4457 Build/MRA58K,,chrome 63.0 for android,,mobile
D002554,M4 SS4457 Build/MRA58K,,chrome 65.0 for android,,mobile
D002555,M4 SS4457 Build/MRA58K,,chrome 66.0 for android,,mobile
D002556,M4 SS4457-R Build/NRD90M,,chrome 65.0 for android,,mobile
D002557,M4 SS4457-R Build/NRD90M,,chrome 66.0 for android,,mobile
D002558,M4 SS4458 Build/MMB29M,,chrome 50.0 for android,,mobile
D002559,M4 SS4458 Build/MMB29M,,chrome 63.0 for android,,mobile
D002560,M4 SS4458 Build/MMB29M,,chrome 64.0 for android,,mobile
D002561,M4 SS4458 Build/MMB29M,,chrome 65.0 for android,,mobile
D002562,M4 SS4458 Build/MMB29M,,chrome 66.0 for android,,mobile
D002563,M4 SS4458 Build/MMB29M,,chrome generic for android,,mobile
D002564,M4,,chrome 62.0 for android,,mobile
D002565,M4,,chrome 63.0 for android,,mobile
D002566,M4,,chrome 64.0 for android,,mobile
D002567,M4,,chrome 65.0 for android,,mobile
D002568,M4,,chrome 66.0 for android,,mobile
D002569,M4,,chrome,,mobile
D002570,M4,,other,,mobile
D002571,M431,,chrome 63.0 for android,,mobile
D002572,MAGNO,,chrome 63.0 for android,,mobile
D002573,MALC,Windows 7,ie 11.0 for desktop,1280x800,desktop
D002574,MALC,Windows 7,ie 11.0 for desktop,1366x768,desktop
D002575,MAMI,,ie 11.0 for desktop,,desktop
D002576,MDDRJS,,ie 11.0 for desktop,,desktop
D002577,MDDRJS,Windows 10,ie 11.0 for desktop,1920x1080,desktop
D002578,MDDRJS,Windows 7,ie 11.0 for desktop,1024x768,desktop
D002579,MDDRJS,Windows 7,ie 11.0 for desktop,1280x1024,desktop
D002580,MDDRJS,Windows 7,ie 11.0 for desktop,1366x768,desktop
D002581,MDDRJS,Windows 7,ie 11.0 for desktop,1440x900,desktop
D002582,MDDRJS,Windows 7,ie 11.0 for desktop,1920x1080,desktop
D002583,ME173X,Android,chrome 63.0 for android,,mobile
D002584,ME301T,,chrome 63.0 for android,,mobile
D002585,MHA-L09 Build/HUAWEIMHA-L09,,chrome 62.0 for android,,mobile
D002586,MHA-L09 Build/HUAWEIMHA-L09,,chrome 63.0 for android,,mobile
D002587,MHA-L09 Build/HUAWEIMHA-L09,,chrome 64.0 for android,,mobile
D002588,MHA-L09 Build/HUAWEIMHA-L09,,chrome 65.0 for android,,mobile
D002589,MHA-L09 Build/HUAWEIMHA-L09,,chrome 66.0 for android,,mobile
D002590,MHA-L09 Build/HUAWEIMHA-L09,,chrome generic for android,,mobile
D002591,MHA-L29 Build/HUAWEIMHA-L29,,chrome 64.0 for android,,mobile
D002592,MHA-L29 Build/HUAWEIMHA-L29,Android 8.0.0,chrome 66.0 for android,1920x1080,mobile
D002593,MHA-L29 Build/HUAWEIMHA-L29,Android 8.0.0,chrome generic for android,1920x1080,mobile
D002594,MI MAX 2 Build/NMF26F,,chrome 65.0 for android,,mobile
D002595,MI,,chrome 63.0 for android,,mobile
D002596,MI,,chrome 65.0 for android,,mobile
D002597,MI,,chrome generic,,desktop
D002598,MOT-A6020l37 Build/LMY47V,,chrome 43.0 for android,,mobile
D002599,MOT-A6020l37 Build/LMY47V,,other,,mobile
D002600,MTT,,chrome generic for android,,mobile
D002601,MYA-L03 Build/HUAWEIMYA-L03,,chrome 52.0 for android,,mobile
D002602,MYA-L03 Build/HUAWEIMYA-L03,,chrome 64.0 for android,,mobile
D002603,MYA-L03 Build/HUAWEIMYA-L03,,chrome 65.0 for android,,mobile
D002604,MYA-L03 Build/HUAWEIMYA-L03,,chrome 66.0 for android,,mobile
D002605,MYA-L03 Build/HUAWEIMYA-L03,,chrome generic for android,,mobile
D002606,MYA-L11,,chrome generic for android,,mobile
D002607,MYA-L13 Build/HUAWEIMYA-L13,,chrome 52.0 for android,,mobile
D002608,MYA-L13 Build/HUAWEIMYA-L13,,chrome 61.0 for android,,mobile
D002609,MYA-L13 Build/HUAWEIMYA-L13,,chrome 62.0 for android,,mobile
D002610,MYA-L13 Build/HUAWEIMYA-L13,,chrome 63.0 for android,,mobile
D002611,MYA-L13 Build/HUAWEIMYA-L13,,chrome 64.0 for android,,mobile
D002612,MYA-L13 Build/HUAWEIMYA-L13,,chrome 65.0 for android,,mobile
D002613,MYA-L13 Build/HUAWEIMYA-L13,,chrome 66.0 for android,,mobile
D002614,MYA-L13 Build/HUAWEIMYA-L13,,chrome generic for android,,mobile
D002615,MYA-L13 Build/HUAWEIMYA-L13,,other,,mobile
D002616,MYA-L23,,chrome 62.0 for android,,mobile
D002617,MacOS,Mac OS X 10_10_5,chrome 56.0,1440x900,desktop
D002618,MacOS,Mac OS X 10_10_5,chrome 58.0,1440x900,desktop
D002619,MacOS,Mac OS X 10_10_5,chrome 59.0,1280x800,desktop
D002620,MacOS,Mac OS X 10_10_5,chrome 59.0,1680x1050,desktop
D002621,MacOS,Mac OS X 10_10_5,chrome 59.0,2560x1440,desktop
D002622,MacOS,Mac OS X 10_10_5,chrome 60.0,1280x800,desktop
D002623,MacOS,Mac OS X 10_10_5,chrome 60.0,1440x900,desktop
D002624,MacOS,Mac OS X 10_10_5,chrome 60.0,1920x1080,desktop
D002625,MacOS,Mac OS X 10_10_5,chrome 60.0,2880x1800,desktop
D002626,MacOS,Mac OS X 10_10_5,chrome 61.0,1280x800,desktop
D002627,MacOS,Mac OS X 10_10_5,chrome 61.0,1366x768,desktop
D002628,MacOS,Mac OS X 10_10_5,chrome 61.0,1440x900,desktop
D002629,MacOS,Mac OS X 10_10_5,chrome 61.0,1680x1050,desktop
D002630,MacOS,Mac OS X 10_10_5,chrome 61.0,1920x1080,desktop
D002631,MacOS,Mac OS X 10_10_5,chrome 61.0,2560x1440,desktop
D002632,MacOS,Mac OS X 10_10_5,chrome 61.0,2560x1600,desktop
D002633,MacOS,Mac OS X 10_10_5,chrome 61.0,2880x1800,desktop
D002634,MacOS,Mac OS X 10_10_5,chrome 61.0,5120x2880,desktop
D002635,MacOS,Mac OS X 10_10_5,chrome 62.0,1152x720,desktop
D002636,MacOS,Mac OS X 10_10_5,chrome 62.0,1280x720,desktop
D002637,MacOS,Mac OS X 10_10_5,chrome 62.0,1280x800,desktop
D002638,MacOS,Mac OS X 10_10_5,chrome 62.0,1366x768,desktop
D002639,MacOS,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop
D002640,MacOS,Mac OS X 10_10_5,chrome 62.0,1600x900,desktop
D002641,MacOS,Mac OS X 10_10_5,chrome 62.0,1680x1050,desktop
D002642,MacOS,Mac OS X 10_10_5,chrome 62.0,1800x1125,desktop
D002643,MacOS,Mac OS X 10_10_5,chrome 62.0,1920x1080,desktop
D002644,MacOS,Mac OS X 10_10_5,chrome 62.0,1920x1200,desktop
D002645,MacOS,Mac OS X 10_10_5,chrome 62.0,2048x1152,desktop
D002646,MacOS,Mac OS X 10_10_5,chrome 62.0,2560x1440,desktop
D002647,MacOS,Mac OS X 10_10_5,chrome 62.0,2560x1600,desktop
D002648,MacOS,Mac OS X 10_10_5,chrome 62.0,2880x1800,desktop
D002649,MacOS,Mac OS X 10_10_5,chrome 62.0,5120x2880,desktop
D002650,MacOS,Mac OS X 10_10_5,chrome 63.0,1152x720,desktop
D002651,MacOS,Mac OS X 10_10_5,chrome 63.0,1280x1024,desktop
D002652,MacOS,Mac OS X 10_10_5,chrome 63.0,1280x800,desktop
D002653,MacOS,Mac OS X 10_10_5,chrome 63.0,1360x768,desktop
D002654,MacOS,Mac OS X 10_10_5,chrome 63.0,1366x768,desktop
D002655,MacOS,Mac OS X 10_10_5,chrome 63.0,1440x900,desktop
D002656,MacOS,Mac OS X 10_10_5,chrome 63.0,1600x1000,desktop
D002657,MacOS,Mac OS X 10_10_5,chrome 63.0,1680x1050,desktop
D002658,MacOS,Mac OS X 10_10_5,chrome 63.0,1920x1080,desktop
D002659,MacOS,Mac OS X 10_10_5,chrome 63.0,1920x1200,desktop
D002660,MacOS,Mac OS X 10_10_5,chrome 63.0,2560x1440,desktop
D002661,MacOS,Mac OS X 10_10_5,chrome 63.0,2560x1600,desktop
D002662,MacOS,Mac OS X 10_10_5,chrome 63.0,2880x1800,desktop
D002663,MacOS,Mac OS X 10_10_5,chrome 63.0,3440x1440,desktop
D002664,MacOS,Mac OS X 10_10_5,chrome 63.0,5120x2880,desktop
D002665,MacOS,Mac OS X 10_10_5,chrome 64.0,1280x800,desktop
D002666,MacOS,Mac OS X 10_10_5,chrome 64.0,1366x768,desktop
D002667,MacOS,Mac OS X 10_10_5,chrome 64.0,1440x900,desktop
D002668,MacOS,Mac OS X 10_10_5,chrome 64.0,1920x1080,desktop
D002669,MacOS,Mac OS X 10_10_5,chrome 64.0,2560x1600,desktop
D002670,MacOS,Mac OS X 10_10_5,chrome 64.0,2880x1800,desktop
D002671,MacOS,Mac OS X 10_10_5,chrome 65.0,1280x1024,desktop
D002672,MacOS,Mac OS X 10_10_5,chrome 65.0,1280x800,desktop
D002673,MacOS,Mac OS X 10_10_5,chrome 65.0,1366x768,desktop
D002674,MacOS,Mac OS X 10_10_5,chrome 65.0,1440x900,desktop
D002675,MacOS,Mac OS X 10_10_5,chrome 65.0,1680x1050,desktop
D002676,MacOS,Mac OS X 10_10_5,chrome 65.0,1920x1080,desktop
D002677,MacOS,Mac OS X 10_10_5,chrome 65.0,1920x1200,desktop
D002678,MacOS,Mac OS X 10_10_5,chrome 65.0,2560x1440,desktop
D002679,MacOS,Mac OS X 10_10_5,chrome 65.0,2560x1600,desktop
D002680,MacOS,Mac OS X 10_10_5,chrome 65.0,2880x1800,desktop
D002681,MacOS,Mac OS X 10_10_5,chrome 65.0,3360x2100,desktop
D002682,MacOS,Mac OS X 10_10_5,chrome 66.0,1280x1024,desktop
D002683,MacOS,Mac OS X 10_10_5,chrome 66.0,1280x800,desktop
D002684,MacOS,Mac OS X 10_10_5,chrome 66.0,1440x900,desktop
D002685,MacOS,Mac OS X 10_10_5,chrome 66.0,1920x1080,desktop
D002686,MacOS,Mac OS X 10_10_5,chrome 66.0,1920x1200,desktop
D002687,MacOS,Mac OS X 10_10_5,chrome 66.0,2560x1440,desktop
D002688,MacOS,Mac OS X 10_10_5,chrome 66.0,2560x1600,desktop
D002689,MacOS,Mac OS X 10_10_5,chrome 66.0,2880x1800,desktop
D002690,MacOS,Mac OS X 10_10_5,chrome 67.0,1920x1200,desktop
D002691,MacOS,Mac OS X 10_10_5,chrome generic,,desktop
D002692,MacOS,Mac OS X 10_10_5,chrome generic,1280x800,desktop
D002693,MacOS,Mac OS X 10_10_5,chrome generic,1366x768,desktop
D002694,MacOS,Mac OS X 10_10_5,chrome generic,1440x900,desktop
D002695,MacOS,Mac OS X 10_10_5,chrome generic,1920x1080,desktop
D002696,MacOS,Mac OS X 10_10_5,chrome generic,2560x1600,desktop
D002697,MacOS,Mac OS X 10_10_5,chrome generic,2880x1800,desktop
D002698,MacOS,Mac OS X 10_10_5,chrome,1280x800,desktop
D002699,MacOS,Mac OS X 10_10_5,chrome,1440x900,desktop
D002700,MacOS,Mac OS X 10_10_5,chrome,2880x1800,desktop
D002701,MacOS,Mac OS X 10_10_5,opera 49.0,1280x800,desktop
D002702,MacOS,Mac OS X 10_10_5,safari 10.0,1280x800,desktop
D002703,MacOS,Mac OS X 10_10_5,safari 10.0,1366x768,desktop
D002704,MacOS,Mac OS X 10_10_5,safari 10.0,1440x900,desktop
D002705,MacOS,Mac OS X 10_10_5,safari 10.0,1600x900,desktop
D002706,MacOS,Mac OS X 10_10_5,safari 10.0,1680x1050,desktop
D002707,MacOS,Mac OS X 10_10_5,safari 10.0,1920x1080,desktop
D002708,MacOS,Mac OS X 10_10_5,safari 10.0,2560x1440,desktop
D002709,MacOS,Mac OS X 10_10_5,safari 10.0,2560x1600,desktop
D002710,MacOS,Mac OS X 10_10_5,safari 10.0,2880x1800,desktop
D002711,MacOS,Mac OS X 10_10_5,safari 9.0,1440x900,desktop
D002712,MacOS,Mac OS X 10_10_5,safari generic,1024x640,desktop
D002713,MacOS,Mac OS X 10_10_5,safari generic,1152x720,desktop
D002714,MacOS,Mac OS X 10_10_5,safari generic,1280x720,desktop
D002715,MacOS,Mac OS X 10_10_5,safari generic,1280x768,desktop
D002716,MacOS,Mac OS X 10_10_5,safari generic,1280x800,desktop
D002717,MacOS,Mac OS X 10_10_5,safari generic,1344x840,desktop
D002718,MacOS,Mac OS X 10_10_5,safari generic,1360x768,desktop
D002719,MacOS,Mac OS X 10_10_5,safari generic,1366x768,desktop
D002720,MacOS,Mac OS X 10_10_5,safari generic,1440x900,desktop
D002721,MacOS,Mac OS X 10_10_5,safari generic,1600x900,desktop
D002722,MacOS,Mac OS X 10_10_5,safari generic,1680x1050,desktop
D002723,MacOS,Mac OS X 10_10_5,safari generic,1920x1080,desktop
D002724,MacOS,Mac OS X 10_10_5,safari generic,1920x1200,desktop
D002725,MacOS,Mac OS X 10_10_5,safari generic,2048x1152,desktop
D002726,MacOS,Mac OS X 10_10_5,safari generic,2048x1280,desktop
D002727,MacOS,Mac OS X 10_10_5,safari generic,2560x1440,desktop
D002728,MacOS,Mac OS X 10_10_5,safari generic,2560x1600,desktop
D002729,MacOS,Mac OS X 10_10_5,safari generic,2880x1800,desktop
D002730,MacOS,Mac OS X 10_10_5,safari generic,3360x2100,desktop
D002731,MacOS,Mac OS X 10_10_5,safari generic,5120x2880,desktop
D002732,MacOS,Mac OS X 10_11_3,chrome 59.0,1440x900,desktop
D002733,MacOS,Mac OS X 10_11_3,chrome 60.0,1280x800,desktop
D002734,MacOS,Mac OS X 10_11_3,chrome 61.0,2560x1600,desktop
D002735,MacOS,Mac OS X 10_11_3,chrome 62.0,1280x800,desktop
D002736,MacOS,Mac OS X 10_11_3,chrome 62.0,1366x768,desktop
D002737,MacOS,Mac OS X 10_11_3,chrome 62.0,1440x900,desktop
D002738,MacOS,Mac OS X 10_11_3,chrome 62.0,2560x1440,desktop
D002739,MacOS,Mac OS X 10_11_3,chrome 62.0,2560x1600,desktop
D002740,MacOS,Mac OS X 10_11_3,chrome 62.0,2880x1800,desktop
D002741,MacOS,Mac OS X 10_11_3,chrome 63.0,1280x800,desktop
D002742,MacOS,Mac OS X 10_11_3,chrome 63.0,1440x900,desktop
D002743,MacOS,Mac OS X 10_11_3,chrome 63.0,1600x900,desktop
D002744,MacOS,Mac OS X 10_11_3,chrome 63.0,1920x1080,desktop
D002745,MacOS,Mac OS X 10_11_3,chrome 63.0,2560x1600,desktop
D002746,MacOS,Mac OS X 10_11_3,chrome 63.0,2880x1800,desktop
D002747,MacOS,Mac OS X 10_11_3,chrome 65.0,1440x900,desktop
D002748,MacOS,Mac OS X 10_11_3,chrome 65.0,1920x1080,desktop
D002749,MacOS,Mac OS X 10_11_3,safari generic,1280x800,desktop
D002750,MacOS,Mac OS X 10_11_3,safari generic,1366x768,desktop
D002751,MacOS,Mac OS X 10_11_3,safari generic,1440x900,desktop
D002752,MacOS,Mac OS X 10_11_3,safari generic,1680x1050,desktop
D002753,MacOS,Mac OS X 10_11_3,safari generic,1920x1080,desktop
D002754,MacOS,Mac OS X 10_11_3,safari generic,2560x1600,desktop
D002755,MacOS,Mac OS X 10_11_3,safari generic,5120x2880,desktop
D002756,MacOS,Mac OS X 10_11_4,chrome 58.0,1440x900,desktop
D002757,MacOS,Mac OS X 10_11_4,chrome 61.0,1440x900,desktop
D002758,MacOS,Mac OS X 10_11_4,chrome 61.0,2560x1440,desktop
D002759,MacOS,Mac OS X 10_11_4,chrome 62.0,1280x800,desktop
D002760,MacOS,Mac OS X 10_11_4,chrome 62.0,1920x1080,desktop
D002761,MacOS,Mac OS X 10_11_4,chrome 62.0,2560x1440,desktop
D002762,MacOS,Mac OS X 10_11_4,chrome 62.0,2560x1600,desktop
D002763,MacOS,Mac OS X 10_11_4,chrome 63.0,1280x800,desktop
D002764,MacOS,Mac OS X 10_11_4,chrome 63.0,1440x900,desktop
D002765,MacOS,Mac OS X 10_11_4,chrome 63.0,2560x1440,desktop
D002766,MacOS,Mac OS X 10_11_4,chrome 63.0,2560x1600,desktop
D002767,MacOS,Mac OS X 10_11_4,chrome 64.0,1920x1080,desktop
D002768,MacOS,Mac OS X 10_11_4,chrome 65.0,1280x800,desktop
D002769,MacOS,Mac OS X 10_11_4,chrome 65.0,2560x1600,desktop
D002770,MacOS,Mac OS X 10_11_4,chrome generic,1440x900,desktop
D002771,MacOS,Mac OS X 10_11_4,chrome,1440x900,desktop
D002772,MacOS,Mac OS X 10_11_4,safari 9.0,1440x900,desktop
D002773,MacOS,Mac OS X 10_11_4,safari 9.0,1920x1080,desktop
D002774,MacOS,Mac OS X 10_11_4,safari generic,1152x720,desktop
D002775,MacOS,Mac OS X 10_11_4,safari generic,1280x800,desktop
D002776,MacOS,Mac OS X 10_11_4,safari generic,1440x900,desktop
D002777,MacOS,Mac OS X 10_11_4,safari generic,1600x1000,desktop
D002778,MacOS,Mac OS X 10_11_4,safari generic,1920x1080,desktop
D002779,MacOS,Mac OS X 10_11_4,safari generic,2560x1440,desktop
D002780,MacOS,Mac OS X 10_11_4,safari generic,2560x1600,desktop
D002781,MacOS,Mac OS X 10_11_4,safari generic,2880x1800,desktop
D002782,MacOS,Mac OS X 10_11_4,safari generic,3440x1440,desktop
D002783,MacOS,Mac OS X 10_11_4,safari generic,5120x2880,desktop
D002784,MacOS,Mac OS X 10_11_5,chrome 58.0,2560x1600,desktop
D002785,MacOS,Mac OS X 10_11_5,chrome 60.0,1280x800,desktop
D002786,MacOS,Mac OS X 10_11_5,chrome 61.0,2560x1600,desktop
D002787,MacOS,Mac OS X 10_11_5,chrome 61.0,2880x1800,desktop
D002788,MacOS,Mac OS X 10_11_5,chrome 62.0,1280x800,desktop
D002789,MacOS,Mac OS X 10_11_5,chrome 62.0,1440x900,desktop
D002790,MacOS,Mac OS X 10_11_5,chrome 62.0,2560x1600,desktop
D002791,MacOS,Mac OS X 10_11_5,chrome 63.0,1280x800,desktop
D002792,MacOS,Mac OS X 10_11_5,chrome 63.0,1440x900,desktop
D002793,MacOS,Mac OS X 10_11_5,chrome 63.0,2560x1600,desktop
D002794,MacOS,Mac OS X 10_11_5,chrome 64.0,1280x800,desktop
D002795,MacOS,Mac OS X 10_11_5,chrome 65.0,1440x900,desktop
D002796,MacOS,Mac OS X 10_11_5,chrome 65.0,2560x1600,desktop
D002797,MacOS,Mac OS X 10_11_5,chrome 65.0,3840x2160,desktop
D002798,MacOS,Mac OS X 10_11_5,chrome 65.0,5120x2880,desktop
D002799,MacOS,Mac OS X 10_11_5,chrome 66.0,1280x800,desktop
D002800,MacOS,Mac OS X 10_11_5,safari 9.0,2880x1800,desktop
D002801,MacOS,Mac OS X 10_11_5,safari generic,1280x800,desktop
D002802,MacOS,Mac OS X 10_11_5,safari generic,1366x768,desktop
D002803,MacOS,Mac OS X 10_11_5,safari generic,1440x900,desktop
D002804,MacOS,Mac OS X 10_11_5,safari generic,1920x1080,desktop
D002805,MacOS,Mac OS X 10_11_5,safari generic,1920x1200,desktop
D002806,MacOS,Mac OS X 10_11_5,safari generic,2560x1600,desktop
D002807,MacOS,Mac OS X 10_11_5,safari generic,2880x1800,desktop
D002808,MacOS,Mac OS X 10_11_5,safari generic,3200x1800,desktop
D002809,MacOS,Mac OS X 10_11_5,safari generic,5120x2880,desktop
D002810,MacOS,Mac OS X 10_11_6,chrome 51.0,2880x1800,desktop
D002811,MacOS,Mac OS X 10_11_6,chrome 55.0,2560x1600,desktop
D002812,MacOS,Mac OS X 10_11_6,chrome 55.0,2880x1800,desktop
D002813,MacOS,Mac OS X 10_11_6,chrome 57.0,1440x900,desktop
D002814,MacOS,Mac OS X 10_11_6,chrome 58.0,1280x800,desktop
D002815,MacOS,Mac OS X 10_11_6,chrome 58.0,1440x900,desktop
D002816,MacOS,Mac OS X 10_11_6,chrome 58.0,1920x1080,desktop
D002817,MacOS,Mac OS X 10_11_6,chrome 59.0,1280x800,desktop
D002818,MacOS,Mac OS X 10_11_6,chrome 59.0,2560x1600,desktop
D002819,MacOS,Mac OS X 10_11_6,chrome 60.0,1280x800,desktop
D002820,MacOS,Mac OS X 10_11_6,chrome 60.0,1440x900,desktop
D002821,MacOS,Mac OS X 10_11_6,chrome 60.0,1920x1200,desktop
D002822,MacOS,Mac OS X 10_11_6,chrome 60.0,2560x1440,desktop
D002823,MacOS,Mac OS X 10_11_6,chrome 61.0,1280x800,desktop
D002824,MacOS,Mac OS X 10_11_6,chrome 61.0,1344x840,desktop
D002825,MacOS,Mac OS X 10_11_6,chrome 61.0,1366x768,desktop
D002826,MacOS,Mac OS X 10_11_6,chrome 61.0,1440x900,desktop
D002827,MacOS,Mac OS X 10_11_6,chrome 61.0,1680x1050,desktop
D002828,MacOS,Mac OS X 10_11_6,chrome 61.0,1920x1080,desktop
D002829,MacOS,Mac OS X 10_11_6,chrome 61.0,1920x1200,desktop
D002830,MacOS,Mac OS X 10_11_6,chrome 61.0,2560x1600,desktop
D002831,MacOS,Mac OS X 10_11_6,chrome 61.0,2880x1800,desktop
D002832,MacOS,Mac OS X 10_11_6,chrome 61.0,3360x2100,desktop
D002833,MacOS,Mac OS X 10_11_6,chrome 61.0,4096x2304,desktop
D002834,MacOS,Mac OS X 10_11_6,chrome 61.0,5120x2880,desktop
D002835,MacOS,Mac OS X 10_11_6,chrome 62.0,,desktop
D002836,MacOS,Mac OS X 10_11_6,chrome 62.0,1280x800,desktop
D002837,MacOS,Mac OS X 10_11_6,chrome 62.0,1366x768,desktop
D002838,MacOS,Mac OS X 10_11_6,chrome 62.0,1440x900,desktop
D002839,MacOS,Mac OS X 10_11_6,chrome 62.0,1600x900,desktop
D002840,MacOS,Mac OS X 10_11_6,chrome 62.0,1680x1050,desktop
D002841,MacOS,Mac OS X 10_11_6,chrome 62.0,1920x1080,desktop
D002842,MacOS,Mac OS X 10_11_6,chrome 62.0,1920x1200,desktop
D002843,MacOS,Mac OS X 10_11_6,chrome 62.0,2048x1152,desktop
D002844,MacOS,Mac OS X 10_11_6,chrome 62.0,2560x1080,desktop
D002845,MacOS,Mac OS X 10_11_6,chrome 62.0,2560x1440,desktop
D002846,MacOS,Mac OS X 10_11_6,chrome 62.0,2560x1600,desktop
D002847,MacOS,Mac OS X 10_11_6,chrome 62.0,2880x1800,desktop
D002848,MacOS,Mac OS X 10_11_6,chrome 62.0,3200x1800,desktop
D002849,MacOS,Mac OS X 10_11_6,chrome 62.0,3360x2100,desktop
D002850,MacOS,Mac OS X 10_11_6,chrome 62.0,4096x2304,desktop
D002851,MacOS,Mac OS X 10_11_6,chrome 62.0,5120x2880,desktop
D002852,MacOS,Mac OS X 10_11_6,chrome 63.0,1024x640,desktop
D002853,MacOS,Mac OS X 10_11_6,chrome 63.0,1152x864,desktop
D002854,MacOS,Mac OS X 10_11_6,chrome 63.0,1280x1024,desktop
D002855,MacOS,Mac OS X 10_11_6,chrome 63.0,1280x800,desktop
D002856,MacOS,Mac OS X 10_11_6,chrome 63.0,1366x768,desktop
D002857,MacOS,Mac OS X 10_11_6,chrome 63.0,1440x900,desktop
D002858,MacOS,Mac OS X 10_11_6,chrome 63.0,1600x1000,desktop
D002859,MacOS,Mac OS X 10_11_6,chrome 63.0,1600x900,desktop
D002860,MacOS,Mac OS X 10_11_6,chrome 63.0,1680x1050,desktop
D002861,MacOS,Mac OS X 10_11_6,chrome 63.0,1920x1080,desktop
D002862,MacOS,Mac OS X 10_11_6,chrome 63.0,1920x1200,desktop
D002863,MacOS,Mac OS X 10_11_6,chrome 63.0,2560x1080,desktop
D002864,MacOS,Mac OS X 10_11_6,chrome 63.0,2560x1440,desktop
D002865,MacOS,Mac OS X 10_11_6,chrome 63.0,2560x1600,desktop
D002866,MacOS,Mac OS X 10_11_6,chrome 63.0,2880x1800,desktop
D002867,MacOS,Mac OS X 10_11_6,chrome 63.0,3200x1800,desktop
D002868,MacOS,Mac OS X 10_11_6,chrome 63.0,3600x2250,desktop
D002869,MacOS,Mac OS X 10_11_6,chrome 63.0,3840x2160,desktop
D002870,MacOS,Mac OS X 10_11_6,chrome 63.0,4096x2304,desktop
D002871,MacOS,Mac OS X 10_11_6,chrome 63.0,5120x2880,desktop
D002872,MacOS,Mac OS X 10_11_6,chrome 64.0,1152x648,desktop
D002873,MacOS,Mac OS X 10_11_6,chrome 64.0,1280x800,desktop
D002874,MacOS,Mac OS X 10_11_6,chrome 64.0,1366x768,desktop
D002875,MacOS,Mac OS X 10_11_6,chrome 64.0,1440x900,desktop
D002876,MacOS,Mac OS X 10_11_6,chrome 64.0,1600x1200,desktop
