TransactionID,device_id
3101410,D000016
3101412,D000066
3101417,D002856
3101419,D009150
3101420,D009489
3101421,D009434
3101423,D007043
3101426,D002951
3101428,D006882
3101429,D008774
3101430,D008745
3101432,D007764
3101433,D000001
3101434,D002838
3101439,D009505
3101440,D007926
3101442,D009531
3101443,D003275
3101444,D000177
3101447,D007186
3101448,D007481
3101449,D000001
3101451,D007186
3101452,D007199
3101453,D007764
3101454,D008880
3101455,D009095
3101457,D000001
3101458,D007186
3101459,D000016
3101460,D007043
3101461,D006816
3101462,D008855
3101464,D004561
3101465,D007932
3101467,D007199
3101468,D005827
3101470,D000049
3101473,D008624
3101475,D008883
3101477,D007043
3101479,D007772
3101480,D005467
3101482,D000049
3101486,D008880
3101487,D008833
3101489,D008832
3101491,D005766
3101492,D007199
3101493,D008654
3101495,D003193
3101496,D007043
3101500,D008859
3101502,D003464
3101503,D007186
3101506,D000049
3101507,D008880
3101508,D007443
3101509,D002855
3101510,D007191
3101511,D003449
3101512,D008169
3101514,D000001
3101516,D007772
3101517,D008724
3101518,D002008
3101519,D007481
3101520,D008719
3101521,D007772
3101523,D007987
3101524,D007768
3101527,D008883
3101529,D007179
3101530,D008835
3101534,D008654
3101542,D007464
3101544,D005401
3101549,D008892
3101550,D007723
3101551,D009095
3101552,D006749
3101553,D009185
3101555,D008883
3101556,D008740
3101558,D000001
3101559,D007043
3101561,D009092
3101562,D007043
3101564,D000001
3101569,D000375
3101571,D008883
3101574,D006780
3101575,D008259
3101577,D007768
3101579,D006816
3101580,D007464
3101581,D000001
3101582,D008883
3101583,D007186
3101586,D003793
3101589,D004766
3101590,D007481
3101592,D007199
3101593,D008885
3101596,D007043
3101597,D003358
3101598,D007672
3101599,D007443
3101601,D002954
3101603,D008707
3101604,D008841
3101607,D005576
3101608,D007217
3101609,D008879
3101610,D003452
3101612,D003366
3101617,D003366
3101618,D003172
3101619,D009093
3101626,D008835
3101627,D008885
3101628,D003366
3101640,D007199
3101641,D008834
3101643,D002724
3101645,D002856
3101648,D007758
3101650,D007199
3101651,D007199
3101652,D006959
3101653,D009455
3101655,D002639
3101661,D007186
3101663,D002965
3101665,D003461
3101666,D007548
3101672,D005764
3101673,D003314
3101683,D002643
3101687,D008856
3101688,D006859
3101694,D003401
3101695,D008837
3101697,D001941
3101699,D007043
3101700,D007772
3101702,D007932
3101703,D007903
3101704,D003043
3101705,D008707
3101716,D008796
3101718,D007191
3101719,D003399
3101720,D005766
3101723,D007399
3101724,D008879
3101725,D008716
3101727,D003188
3101728,D000103
3101731,D009150
3101734,D008774
3101735,D008706
3101736,D007043
3101739,D007764
3101741,D007774
3101743,D007481
3101746,D008883
3101747,D007772
3101748,D007186
3101750,D008835
3101751,D007453
3101753,D008228
3101755,D008668
3101757,D007774
3101758,D007175
3101761,D008228
3101762,D006860
3101764,D002660
3101765,D000016
3101768,D002865
3101769,D007225
3101770,D003366
3101773,D008885
3101778,D000016
3101779,D005632
3101781,D002498
3101782,D006846
3101783,D009176
3101784,D006838
3101785,D008643
3101789,D008707
3101791,D008879
3101792,D008885
3101793,D008888
3101794,D008837
3101797,D007186
3101798,D003936
3101799,D007186
3101800,D007436
3101802,D008228
3101806,D003452
3101807,D003464
3101808,D008859
3101810,D008832
3101811,D007755
3101812,D008670
3101813,D002498
3101814,D007191
3101820,D003311
3101821,D000001
3101822,D007043
3101827,D007774
3101829,D008707
3101831,D008028
3101833,D007043
3101836,D001441
3101838,D003754
3101839,D008707
3101843,D007902
3101845,D008835
3101846,D000001
3101847,D000177
3101850,D006816
3101851,D004264
3101852,D000177
3101853,D008880
3101855,D000001
3101856,D007061
3101857,D008880
3101859,D008707
3101862,D003358
3101864,D007779
3101866,D008885
3101872,D000001
3101873,D003277
3101874,D005766
3101876,D008228
3101878,D006859
3101880,D009167
3101881,D000001
3101883,D008856
3101886,D008832
3101887,D007555
3101888,D007399
3101889,D008881
3101891,D000001
3101893,D008861
3101897,D008883
3101898,D008104
3101899,D008888
3101903,D003685
3101904,D007186
3101905,D003366
3101906,D007475
3101909,D006826
3101914,D000066
3101916,D007175
3101919,D007932
3101920,D007772
3101921,D007399
3101924,D008894
3101925,D007043
3101927,D006852
3101929,D008871
3101930,D007116
3101931,D008717
3101935,D003936
3101937,D008837
3101938,D008883
3101940,D007043
3101941,D000049
3101942,D007382
3101943,D000049
3101945,D002865
3101946,D000047
3101951,D000052
3101953,D005401
3101954,D006852
3101958,D000001
3101959,D004782
3101961,D007443
3101962,D008880
3101966,D008880
3101967,D000049
3101971,D003277
3101972,D008833
3101973,D006523
3101974,D008707
3101975,D000047
3101976,D006859
3101977,D002954
3101980,D006880
3101981,D008832
3101985,D008832
3101986,D008867
3101989,D007218
3101991,D008633
3101994,D007186
3101995,D008880
3101996,D008835
3101998,D006859
3102000,D007779
3102005,D000033
3102006,D007399
3102007,D007043
3102008,D002958
3102011,D007764
3102012,D007443
3102013,D008880
3102014,D007043
3102016,D007043
3102017,D003277
3102019,D008844
3102020,D003449
3102021,D008653
3102022,D008791
3102023,D008834
3102027,D003270
3102036,D007186
3102040,D007186
3102041,D006852
3102042,D008880
3102043,D005514
3102044,D007779
3102045,D007199
3102046,D003732
3102048,D002727
3102050,D007043
3102052,D008883
3102053,D008835
3102054,D003313
3102055,D007043
3102056,D007199
3102059,D008245
3102060,D000016
3102061,D002964
3102063,D008707
3102064,D007768
3102065,D006747
3102067,D007191
3102073,D007199
3102075,D008880
3102076,D005633
3102077,D007186
3102078,D007779
3102079,D007186
3102081,D003859
3102082,D009063
3102083,D003358
3102085,D008837
3102089,D008881
3102090,D008837
3102093,D007191
3102094,D008880
3102095,D000016
3102101,D007755
3102106,D006859
3102107,D008885
3102109,D007199
3102112,D000203
3102113,D007191
3102117,D007779
3102119,D006404
3102121,D002145
3102123,D007764
3102124,D000016
3102125,D007772
3102126,D008773
3102127,D002244
3102128,D000016
3102129,D007774
3102130,D003452
3102131,D008104
3102136,D007481
3102137,D008880
3102139,D008883
3102141,D007764
3102142,D006830
3102143,D008885
3102144,D007481
3102147,D002779
3102149,D006859
3102152,D007042
3102153,D009416
3102154,D008834
3102157,D008880
3102159,D008837
3102163,D007043
3102165,D000181
3102168,D007199
3102169,D005049
3102170,D007043
3102171,D008880
3102178,D007932
3102179,D003730
3102181,D006787
3102182,D008834
3102183,D004846
3102185,D003449
3102192,D008668
3102194,D007043
3102195,D007755
3102197,D007154
3102198,D003145
3102199,D003372
3102200,D007199
3102202,D007199
3102203,D007043
3102206,D008707
3102207,D003141
3102208,D007744
3102211,D004823
3102212,D004878
3102213,D005576
3102216,D000049
3102217,D007779
3102218,D003449
3102220,D007210
3102223,D007043
3102224,D008883
3102229,D007199
3102230,D007199
3102231,D008880
3102232,D007764
3102233,D008835
3102234,D003319
3102235,D000016
3102236,D008883
3102237,D008772
3102239,D003449
3102240,D005766
3102241,D000016
3102243,D007199
3102244,D006768
3102245,D007043
3102246,D007932
3102247,D008832
3102252,D007779
3102253,D008880
3102254,D003449
3102255,D008883
3102256,D007043
3102257,D000066
3102258,D003317
3102259,D006749
3102260,D000054
3102261,D007199
3102264,D006816
3102266,D000016
3102268,D000016
3102270,D007186
3102271,D008880
3102272,D002300
3102274,D008841
3102279,D000016
3102280,D008681
3102281,D008884
3102283,D006830
3102284,D008837
3102285,D007436
3102286,D008835
3102288,D006859
3102289,D008883
3102291,D007481
3102292,D007199
3102301,D007779
3102303,D003455
3102306,D009150
3102307,D007199
3102309,D001491
3102312,D008245
3102313,D007043
3102314,D007195
3102318,D008879
3102319,D007481
3102320,D000052
3102322,D002954
3102323,D009150
3102325,D007555
3102327,D006816
3102329,D007453
3102330,D007779
3102333,D006874
3102335,D009150
3102336,D006308
3102338,D006885
3102340,D000016
3102341,D008832
3102343,D007118
3102345,D007186
3102347,D008834
3102349,D008834
3102350,D008859
3102351,D006294
3102352,D000177
3102353,D008832
3102355,D008832
3102356,D006826
3102357,D007481
3102360,D007755
3102361,D007199
3102364,D005632
3102365,D009083
3102368,D008169
3102369,D003279
3102372,D007424
3102374,D005766
3102376,D006080
3102377,D008832
3102381,D007199
3102383,D004243
3102384,D007199
3102385,D009513
3102388,D008707
3102389,D008104
3102390,D008885
3102391,D007043
3102393,D007179
3102394,D008886
3102395,D007061
3102398,D000066
3102400,D008858
3102401,D007043
3102402,D009150
3102407,D003160
3102408,D008834
3102409,D007492
3102410,D008834
3102411,D000049
3102413,D000049
3102414,D002652
3102417,D009150
3102418,D007199
3102419,D000066
3102420,D009446
3102422,D008834
3102425,D007755
3102428,D007481
3102429,D007764
3102430,D005632
3102433,D007052
3102434,D009446
3102438,D008882
3102441,D006859
3102443,D007779
3102444,D002951
3102445,D000001
3102446,D009513
3102447,D000016
3102448,D002954
3102449,D007199
3102450,D006779
3102452,D007443
3102453,D004233
3102454,D006816
3102457,D000016
3102458,D009538
3102461,D005399
3102462,D008835
3102463,D008892
3102464,D008856
3102470,D007042
3102474,D008881
3102475,D008880
3102476,D007453
3102479,D009150
3102481,D007186
3102483,D002720
3102485,D007468
3102486,D008879
3102488,D007175
3102489,D000004
3102490,D006779
3102491,D002958
3102496,D008885
3102498,D008681
3102499,D006816
3102500,D009519
3102501,D007199
3102502,D008088
3102503,D008882
3102504,D009446
3102506,D000001
3102507,D008656
3102508,D008832
3102509,D007774
3102510,D005539
3102511,D007199
3102513,D006818
3102514,D003184
3102515,D008004
3102516,D007555
3102517,D007199
3102518,D008681
3102521,D006768
3102522,D007443
3102523,D008880
3102525,D007548
3102526,D006860
3102527,D003408
3102528,D003366
3102531,D003461
3102533,D000066
3102534,D007154
3102535,D000001
3102536,D007199
3102537,D003361
3102538,D007043
3102540,D007199
3102545,D008858
3102546,D007199
3102547,D008880
3102548,D008742
3102549,D002964
3102550,D007199
3102552,D008832
3102553,D008880
3102555,D007043
3102556,D003732
3102558,D007424
3102559,D007186
3102560,D007061
3102563,D008091
3102564,D000056
3102565,D007175
3102566,D007768
3102567,D007779
3102568,D007042
3102569,D008885
3102570,D007455
3102572,D008791
3102576,D005399
3102577,D000016
3102579,D007175
3102580,D008827
3102585,D008656
3102587,D007930
3102590,D008791
3102591,D007043
3102594,D003399
3102596,D007191
3102597,D000001
3102598,D000056
3102599,D006816
3102600,D007768
3102601,D000049
3102603,D008709
3102604,D000001
3102605,D006305
3102608,D007199
3102609,D000884
3102611,D008856
3102612,D001340
3102616,D007186
3102618,D008880
3102619,D008793
3102622,D007043
3102625,D007043
3102626,D007191
3102628,D007548
3102629,D007043
3102632,D007551
3102636,D005766
3102637,D007043
3102638,D008817
3102639,D008643
3102640,D007660
3102641,D000056
3102642,D009540
3102643,D009150
3102646,D000016
3102649,D003460
3102650,D007043
3102652,D007999
3102653,D001970
3102654,D000001
3102655,D008883
3102656,D005124
3102663,D007043
3102666,D000016
3102667,D008880
3102671,D008106
3102672,D007199
3102675,D000051
3102677,D007424
3102678,D003468
3102679,D005632
3102680,D006779
3102682,D007920
3102683,D007174
3102684,D007415
3102686,D005632
3102691,D007917
3102692,D000016
3102693,D002657
3102694,D004519
3102695,D002865
3102696,D008883
3102699,D007779
3102702,D007758
3102703,D007042
3102705,D008817
3102709,D007175
3102711,D008708
3102713,D000016
3102717,D007043
3102723,D007779
3102724,D007191
3102728,D008832
3102729,D008714
3102730,D006849
3102731,D008100
3102732,D000258
3102733,D000049
3102735,D007779
3102736,D007779
3102737,D006849
3102739,D007186
3102745,D000001
3102746,D003148
3102747,D000001
3102749,D007424
3102750,D008707
3102752,D007987
3102753,D004233
3102755,D008883
3102757,D007764
3102758,D007043
3102759,D008892
3102760,D006195
3102762,D002082
3102763,D002720
3102764,D006220
3102765,D000001
3102766,D008817
3102767,D000177
3102770,D003461
3102771,D007175
3102772,D008859
3102773,D007399
3102774,D002723
3102780,D007043
3102781,D007926
3102782,D008859
3102784,D002125
3102787,D000016
3102788,D007054
3102791,D008106
3102792,D002958
3102793,D008883
3102794,D008836
3102795,D007548
3102798,D008727
3102799,D008727
3102800,D007548
3102802,D008879
3102804,D007043
3102805,D008883
3102807,D008883
3102808,D007468
3102811,D006748
3102813,D008880
3102817,D008879
3102819,D007453
3102821,D007043
3102823,D007755
3102825,D008707
3102828,D003275
3102829,D007043
3102830,D007779
3102833,D000066
3102836,D000066
3102838,D009382
3102841,D000049
3102843,D007052
3102844,D000049
3102848,D005718
3102850,D007199
3102854,D007043
3102856,D006826
3102857,D007780
3102858,D007481
3102859,D008661
3102860,D003696
3102861,D007199
3102865,D008880
3102866,D008856
3102867,D004265
3102869,D005644
3102871,D007199
3102872,D007068
3102873,D002145
3102876,D007779
3102877,D007191
3102879,D007673
3102880,D004574
3102888,D008100
3102891,D008883
3102892,D000016
3102894,D006871
3102895,D007199
3102896,D005766
3102898,D000001
3102900,D007768
3102902,D008894
3102903,D008884
3102904,D006754
3102906,D005735
3102908,D007199
3102911,D007043
3102912,D000066
3102913,D004665
3102916,D000016
3102917,D008883
3102919,D008716
3102922,D005557
3102924,D007772
3102926,D007043
3102930,D000052
3102931,D000015
3102934,D008834
3102937,D007481
3102938,D003272
3102941,D008894
3102943,D000066
3102944,D007199
3102945,D008771
3102947,D003162
3102949,D002034
3102950,D008880
3102954,D007043
3102955,D008683
3102956,D004837
3102957,D006852
3102960,D008880
3102962,D000047
3102963,D007043
3102964,D009439
3102965,D001833
3102966,D006749
3102967,D008835
3102968,D008832
3102969,D007199
3102971,D008883
3102972,D008882
3102974,D006768
3102975,D007638
3102976,D007183
3102977,D008706
3102978,D003358
3102982,D007199
3102983,D006309
3102984,D008883
3102986,D000016
3102989,D003188
3102990,D007061
3102991,D002963
3102992,D008706
3102996,D007779
3102997,D006849
3102998,D008882
3102999,D007492
3103000,D008835
3103002,D006747
3103007,D003268
3103009,D007199
3103010,D007199
3103012,D000177
3103013,D003699
3103014,D003268
3103015,D007780
3103016,D008095
3103017,D008889
3103020,D008880
3103023,D005299
3103026,D008110
3103030,D009488
3103031,D007424
3103033,D007192
3103034,D007061
3103036,D007175
3103037,D000049
3103038,D008835
3103040,D007753
3103041,D008880
3103043,D003683
3103045,D008832
3103046,D000016
3103049,D002826
3103050,D000001
3103051,D000001
3103052,D008856
3103054,D008880
3103055,D007551
3103056,D007199
3103057,D007043
3103058,D007481
3103059,D006749
3103060,D006087
3103061,D003188
3103063,D006968
3103066,D006816
3103068,D008459
3103070,D008880
3103071,D003730
3103072,D007154
3103073,D007042
3103074,D007043
3103076,D008885
3103077,D005299
3103081,D007779
3103082,D008832
3103084,D007779
3103089,D008883
3103090,D007999
3103091,D007443
3103095,D002954
3103096,D008883
3103098,D007199
3103099,D002728
3103102,D003856
3103105,D007468
3103107,D007191
3103108,D004593
3103109,D007176
3103110,D007068
3103111,D008831
3103114,D009179
3103117,D007043
3103120,D008880
3103122,D003693
3103123,D000001
3103126,D006859
3103128,D003873
3103129,D007548
3103131,D008832
3103133,D008710
3103135,D007481
3103136,D007188
3103141,D007415
3103143,D007199
3103145,D008232
3103147,D008888
3103150,D008837
3103151,D005270
3103153,D007043
3103155,D006849
3103156,D006762
3103158,D000049
3103159,D007043
3103161,D007175
3103162,D008232
3103163,D008676
3103165,D009529
3103167,D002723
3103168,D008459
3103169,D000001
3103174,D002662
3103175,D009517
3103176,D007199
3103177,D007054
3103178,D008947
3103180,D007043
3103181,D008835
3103183,D000177
3103184,D006849
3103185,D000066
3103186,D003123
3103189,D007186
3103190,D009486
3103191,D008880
3103192,D002727
3103193,D008659
3103194,D003040
3103196,D003319
3103198,D008880
3103199,D005399
3103200,D008881
3103203,D003732
3103204,D003184
3103205,D007067
3103207,D000001
3103209,D000052
3103210,D003732
3103213,D000961
3103215,D008834
3103217,D007043
3103218,D007186
3103219,D005328
3103221,D008817
3103223,D000047
3103224,D006087
3103227,D008710
3103229,D007768
3103232,D008104
3103233,D000001
3103234,D008883
3103237,D006816
3103239,D008880
3103245,D007199
3103246,D008856
3103247,D003907
3103249,D007751
3103250,D000049
3103251,D005226
3103253,D003666
3103254,D003286
3103255,D008104
3103257,D008880
3103259,D006849
3103260,D008885
3103261,D008659
3103262,D007186
3103264,D007192
3103267,D002975
3103268,D003271
3103269,D000177
3103270,D007154
3103271,D008742
3103273,D007043
3103274,D007764
3103281,D002168
3103282,D007555
3103283,D008882
3103285,D003267
3103286,D007481
3103287,D005576
3103288,D008879
3103289,D000001
3103290,D007175
3103291,D008791
3103295,D003843
3103297,D007764
3103298,D002634
3103299,D003409
3103300,D006859
3103301,D008880
3103309,D007043
3103310,D006779
3103312,D007758
3103313,D006801
3103318,D008856
3103319,D003843
3103321,D007481
3103323,D003358
3103325,D008832
3103326,D007443
3103334,D007199
3103337,D003409
3103339,D008214
3103340,D007043
3103342,D007764
3103343,D007748
3103344,D000001
3103348,D002823
3103351,D007210
3103354,D008709
3103355,D007399
3103356,D003268
3103358,D000001
3103359,D000004
3103360,D000049
3103365,D006852
3103369,D007043
3103370,D003730
3103372,D003365
3103374,D008836
3103376,D006859
3103377,D000001
3103378,D002728
3103382,D007186
3103383,D007207
3103384,D008706
3103389,D003452
3103390,D003268
3103394,D007043
3103396,D008864
3103397,D002989
3103400,D003309
3103401,D008832
3103402,D004757
3103406,D007199
3103407,D009167
3103408,D007043
3103411,D009150
3103413,D007087
3103417,D000049
3103418,D007186
3103419,D004595
3103422,D002951
3103423,D008889
3103425,D008883
3103427,D000899
3103428,D006070
3103429,D007176
3103430,D003361
3103431,D008832
3103432,D000024
3103433,D007186
3103436,D008832
3103438,D003947
3103439,D000181
3103441,D004098
3103442,D004550
3103446,D007530
3103447,D000066
3103448,D000049
3103449,D006021
3103450,D003843
3103452,D007199
3103453,D007475
3103454,D000016
3103455,D008883
3103456,D005632
3103457,D008883
3103459,D002965
3103462,D006070
3103463,D007061
3103465,D000016
3103466,D008832
3103467,D007043
3103469,D007399
3103470,D007192
3103473,D007186
3103474,D000001
3103478,D006070
3103479,D003268
3103480,D006842
3103485,D008883
3103486,D003277
3103487,D007764
3103488,D008940
3103489,D008881
3103490,D007061
3103491,D008459
3103494,D000001
3103495,D007424
3103496,D007730
3103497,D007043
3103498,D007175
3103500,D008835
3103501,D007199
3103503,D008835
3103504,D000066
3103506,D009095
3103509,D005299
3103510,D008707
3103512,D007772
3103514,D000066
3103518,D008553
3103519,D002254
3103520,D007043
3103523,D000001
3103525,D008095
3103526,D000200
3103533,D003365
3103535,D008880
3103536,D007188
3103537,D008681
3103538,D008668
3103540,D005766
3103542,D008660
3103543,D007443
3103544,D008104
3103545,D002723
3103546,D007199
3103547,D001327
3103549,D007043
3103550,D008881
3103551,D008681
3103554,D007043
3103555,D008681
3103562,D008883
3103563,D008885
3103564,D008681
3103566,D003456
3103567,D002866
3103568,D007199
3103569,D002859
3103570,D003947
3103573,D008857
3103576,D008771
3103578,D007199
3103581,D007779
3103583,D007186
3103587,D008835
3103588,D008834
3103593,D006877
3103597,D006225
3103604,D007043
3103605,D008835
3103606,D007917
3103607,D002720
3103608,D007043
3103609,D007175
3103610,D007779
3103612,D008888
3103613,D004494
3103615,D000051
3103618,D007043
3103619,D000178
3103620,D000047
3103624,D007443
3103625,D003464
3103627,D008883
3103628,D008810
3103632,D006083
3103633,D000200
3103634,D006849
3103635,D007043
3103637,D003628
3103639,D007043
3103641,D002954
3103642,D007199
3103643,D007043
3103645,D008220
3103648,D008880
3103649,D009150
3103650,D001491
3103653,D003268
3103658,D008894
3103659,D007043
3103661,D008883
3103663,D008882
3103664,D005576
3103668,D006542
3103670,D002954
3103673,D001491
3103677,D008832
3103679,D000001
3103680,D001338
3103681,D002655
3103682,D007436
3103684,D007186
3103686,D008095
3103687,D000052
3103689,D008881
3103691,D008883
3103693,D006103
3103695,D007179
3103697,D006103
3103698,D007043
3103700,D008104
3103701,D008879
3103703,D002958
3103705,D007191
3103709,D008575
3103710,D008889
3103711,D002975
3103713,D002654
3103715,D007440
3103717,D000066
3103718,D008882
3103720,D008835
3103724,D008000
3103726,D000390
3103727,D002954
3103729,D007755
3103730,D008706
3103732,D007043
3103739,D000001
3103740,D000001
3103741,D007043
3103746,D005830
3103750,D000049
3103752,D007043
3103753,D007199
3103754,D008681
3103756,D003449
3103757,D007199
3103759,D007424
3103760,D000001
3103763,D003449
3103766,D002954
3103767,D000016
3103768,D002727
3103774,D007453
3103777,D004426
3103778,D004757
3103780,D008835
3103783,D002951
3103785,D008095
3103786,D000016
3103787,D008880
3103788,D000001
3103790,D000049
3103792,D006288
3103794,D007481
3103795,D008879
3103796,D008880
3103799,D000016
3103802,D004046
3103803,D008808
3103804,D002657
3103806,D007043
3103807,D007555
3103808,D007043
3103809,D007199
3103810,D003695
3103811,D007186
3103812,D007452
3103814,D009174
3103815,D007199
3103816,D003691
3103817,D008881
3103821,D008759
3103822,D008879
3103823,D000953
3103827,D007453
3103828,D000049
3103830,D008856
3103831,D006768
3103833,D000001
3103835,D008883
3103836,D008880
3103837,D008883
3103838,D000016
3103839,D000001
3103840,D007043
3103841,D007199
3103845,D002088
3103846,D007043
3103848,D000047
3103853,D002953
3103854,D007043
3103857,D008199
3103859,D006305
3103860,D008100
3103862,D007043
3103863,D008856
3103864,D008774
3103865,D003455
3103866,D009087
3103867,D008174
3103869,D000105
3103871,D007762
3103872,D008883
3103874,D008883
3103876,D006224
3103878,D008880
3103879,D004699
3103881,D009484
3103882,D008880
3103883,D000052
3103889,D007186
3103891,D007043
3103893,D008809
3103894,D007043
3103895,D006853
3103897,D008794
3103899,D008646
3103901,D001094
3103903,D006224
3103905,D000052
3103907,D007043
3103908,D008889
3103911,D008880
3103913,D003188
3103915,D008831
3103916,D008809
3103917,D003188
3103918,D007453
3103923,D003150
3103924,D003546
3103925,D008757
3103926,D007199
3103927,D000049
3103931,D000153
3103933,D007476
3103934,D002964
3103935,D000016
3103937,D000091
3103945,D007762
3103946,D007061
3103948,D002964
3103949,D007764
3103950,D007054
3103951,D008881
3103953,D008883
3103956,D007927
3103959,D008883
3103960,D000016
3103961,D007043
3103962,D008883
3103964,D000001
3103968,D007043
3103974,D008856
3103976,D001094
3103980,D008883
3103981,D002963
3103983,D002951
3103988,D008574
3103991,D003354
3103993,D000153
3103994,D002951
3103998,D002643
3103999,D008810
3104000,D008707
3104002,D008831
3104004,D008810
3104007,D004565
3104008,D005274
3104010,D007917
3104015,D007213
3104017,D007468
3104020,D003402
3104021,D002856
3104023,D007399
3104026,D000066
3104027,D008783
3104028,D007043
3104029,D003385
3104030,D007772
3104031,D008885
3104034,D006762
3104039,D007179
3104041,D007054
3104044,D008858
3104045,D008820
3104047,D000016
3104049,D000049
3104050,D000001
3104051,D007175
3104054,D000001
3104057,D006747
3104058,D007199
3104060,D007043
3104065,D008882
3104068,D003277
3104069,D006779
3104070,D008835
3104072,D007764
3104073,D009079
3104074,D007185
3104075,D007043
3104081,D001491
3104083,D008889
3104085,D007453
3104086,D003277
3104088,D000001
3104089,D008720
3104091,D007207
3104094,D007043
3104096,D007186
3104097,D008194
3104098,D008807
3104099,D008248
3104100,D007043
3104103,D007475
3104106,D008707
3104109,D000066
3104110,D000390
3104112,D000014
3104115,D000001
3104117,D000047
3104118,D006220
3104120,D003358
3104122,D006859
3104124,D009439
3104125,D005592
3104126,D007043
3104129,D008881
3104131,D000001
3104136,D003276
3104138,D008820
3104141,D000203
3104142,D003654
3104143,D008879
3104145,D008832
3104147,D007774
3104148,D007199
3104149,D005767
3104150,D001460
3104153,D009096
3104154,D007061
3104155,D000001
3104157,D000001
3104158,D007043
3104159,D006849
3104161,D007199
3104162,D008880
3104166,D008881
3104168,D007930
3104169,D005718
3104170,D004455
3104173,D000052
3104176,D000016
3104178,D008683
3104180,D001701
3104181,D000066
3104187,D000015
3104188,D006859
3104191,D005735
3104193,D007186
3104194,D009067
3104197,D008623
3104198,D006849
3104200,D007555
3104203,D003366
3104206,D007930
3104207,D007043
3104208,D006332
3104209,D005827
3104214,D008774
3104215,D008574
3104217,D008856
3104220,D004245
3104222,D007548
3104225,D009150
3104228,D002951
3104229,D007191
3104232,D008166
3104234,D003662
3104237,D000001
3104238,D007191
3104239,D007043
3104240,D000001
3104242,D007191
3104245,D007199
3104246,D008832
3104251,D003045
3104252,D007186
3104253,D000066
3104254,D007061
3104255,D007043
3104256,D008834
3104264,D007764
3104266,D003166
3104267,D005827
3104268,D008856
3104269,D002979
3104272,D005827
3104273,D000016
3104274,D000016
3104276,D007199
3104279,D000016
3104280,D003737
3104283,D007199
3104284,D006787
3104286,D007186
3104289,D000052
3104290,D000016
3104291,D005827
3104292,D008882
3104293,D006749
3104294,D000047
3104295,D003727
3104296,D006749
3104298,D007764
3104299,D007043
3104302,D007043
3104304,D008772
3104305,D008100
3104306,D002716
3104308,D003899
3104309,D008880
3104310,D007555
3104311,D001300
3104313,D008707
3104315,D000049
3104316,D003869
3104318,D001460
3104320,D008104
3104322,D007061
3104326,D007186
3104327,D006880
3104328,D004814
3104330,D007043
3104331,D008880
3104332,D009306
3104333,D003277
3104334,D007186
3104336,D008882
3104337,D008882
3104339,D008880
3104340,D003153
3104344,D008772
3104346,D007199
3104351,D007987
3104352,D007186
3104353,D008834
3104355,D003460
3104357,D009150
3104358,D002866
3104361,D005827
3104363,D006789
3104364,D005461
3104366,D007475
3104367,D007043
3104369,D007043
3104370,D007120
3104372,D007481
3104374,D007186
3104378,D004850
3104380,D007043
3104381,D007436
3104382,D008885
3104384,D008831
3104386,D009269
3104389,D008670
3104390,D007191
3104391,D008807
3104392,D007054
3104393,D002857
3104394,D007043
3104395,D008856
3104397,D000016
3104400,D008724
3104401,D002763
3104404,D003195
3104408,D007768
3104410,D001491
3104412,D008783
3104416,D009451
3104417,D008835
3104418,D008707
3104420,D007191
3104422,D008882
3104425,D009474
3104427,D007186
3104430,D008772
3104431,D000016
3104432,D001762
3104434,D007191
3104435,D008883
3104436,D000001
3104437,D003402
3104443,D008880
3104445,D007191
3104446,D008820
3104447,D008754
3104448,D008892
3104449,D003642
3104453,D008883
3104454,D007191
3104455,D008885
3104456,D008882
3104458,D000051
3104462,D008772
3104467,D002318
3104469,D007186
3104473,D000016
3104478,D008835
3104483,D008883
3104484,D003449
3104487,D008724
3104489,D003730
3104490,D007043
3104491,D002318
3104492,D008883
3104494,D000049
3104496,D008159
3104499,D007199
3104501,D002954
3104503,D007191
3104507,D007548
3104508,D002318
3104509,D008856
3104510,D007043
3104512,D003082
3104514,D008883
3104515,D005735
3104517,D002951
3104519,D008881
3104520,D008883
3104522,D007932
3104529,D007043
3104531,D000001
3104533,D008552
3104535,D008880
3104537,D003189
3104538,D007199
3104539,D008882
3104541,D000016
3104542,D006275
3104543,D007043
3104544,D000066
3104545,D000001
3104547,D008883
3104549,D007772
3104550,D008885
3104551,D009160
3104552,D002954
3104554,D007043
3104555,D007199
3104556,D002655
3104557,D009160
3104558,D008889
3104559,D007043
3104560,D007199
3104564,D007199
3104568,D001301
3104570,D007548
3104571,D007751
3104573,D009452
3104575,D007199
3104576,D003277
3104577,D000016
3104578,D007551
3104579,D007043
3104582,D007043
3104583,D002655
3104584,D007043
3104585,D008879
3104586,D007755
3104587,D007199
3104589,D002641
3104590,D006826
3104592,D007199
3104594,D000016
3104597,D007061
3104601,D007191
3104602,D008879
3104603,D007932
3104604,D008882
3104605,D001050
3104607,D008837
3104611,D003408
3104612,D009397
3104614,D007468
3104615,D005766
3104616,D000016
3104617,D009397
3104618,D000016
3104620,D009452
3104621,D008810
3104622,D007043
3104624,D000049
3104625,D009160
3104626,D004798
3104628,D008211
3104630,D000066
3104633,D007043
3104634,D007043
3104637,D005470
3104638,D002720
3104639,D007043
3104640,D009259
3104642,D008834
3104644,D007186
3104645,D007043
3104646,D007991
3104649,D005632
3104650,D004435
3104653,D002964
3104654,D003128
3104657,D009160
3104658,D009200
